id,name,email,preco,projetos,avaliacoes
2024,Devina,Devina.125@yopmail.com,256.23,125,3.82
2025,Dorthy,Dorthy.127@yopmail.com,307.47,127,5.47
2026,Raquela,Raquela.141@yopmail.com,64.07,141,5.11
2027,Adore,Adore.166@yopmail.com,529.33,166,3.23
2028,Chastity,Chastity.123@yopmail.com,184.36,123,4.64
2029,Kerrin,Kerrin.45@yopmail.com,527.57,45,1.36
2030,Renae,Renae.74@yopmail.com,296.49,74,1.04
2031,Liana,Liana.19@yopmail.com,962.34,19,4.41
2032,Norine,Norine.188@yopmail.com,638.53,188,2.16
2033,Angela,Angela.40@yopmail.com,606.77,40,5.8
2034,Cassondra,Cassondra.85@yopmail.com,178.21,85,2.23
2035,Rhea,Rhea.97@yopmail.com,403.18,97,4.08
2036,Lexine,Lexine.45@yopmail.com,947.32,45,4.4
2037,Lorie,Lorie.190@yopmail.com,59.04,190,3.92
2038,Meg,Meg.99@yopmail.com,572.45,99,3.87
2039,Linet,Linet.111@yopmail.com,241.05,111,2.66
2040,Arabel,Arabel.100@yopmail.com,929.05,100,3.13
2041,Vere,Vere.144@yopmail.com,508.76,144,5.86
2042,Emmey,Emmey.118@yopmail.com,529.55,118,3.41
2043,Aubrie,Aubrie.152@yopmail.com,474.5,152,4.17
2044,Rozele,Rozele.180@yopmail.com,160.74,180,5.58
2045,Bertine,Bertine.45@yopmail.com,305.33,45,1.7
2046,Hannis,Hannis.54@yopmail.com,84.03,54,3.22
2047,Gerrie,Gerrie.198@yopmail.com,890.75,198,1.55
2048,Lolita,Lolita.123@yopmail.com,49.87,123,5.44
2049,Adele,Adele.94@yopmail.com,268.18,94,3.36
2050,Lanna,Lanna.83@yopmail.com,825.67,83,4.16
2051,Theodora,Theodora.153@yopmail.com,699.26,153,2.72
2052,Beverley,Beverley.130@yopmail.com,556.36,130,3.31
2053,Elyssa,Elyssa.175@yopmail.com,416.5,175,5.35
2054,Ezmeralda,Ezmeralda.157@yopmail.com,886.1,157,3.74
2055,Johna,Johna.140@yopmail.com,379.81,140,4.34
2056,Carolina,Carolina.32@yopmail.com,163.53,32,2.81
2057,Ottilie,Ottilie.1@yopmail.com,682.37,1,5.36
2058,Valli,Valli.199@yopmail.com,666.82,199,3.97
2059,Sindee,Sindee.83@yopmail.com,287.23,83,5.55
2060,Alisha,Alisha.161@yopmail.com,493.08,161,5.95
2061,Melina,Melina.82@yopmail.com,428.3,82,3.57
2062,Gaylene,Gaylene.174@yopmail.com,632.82,174,4.7
2063,Marinna,Marinna.185@yopmail.com,586.33,185,2.93
2064,Catharine,Catharine.110@yopmail.com,119.11,110,3.96
2065,Candy,Candy.142@yopmail.com,629.57,142,5.5
2066,Wileen,Wileen.94@yopmail.com,838.88,94,1.47
2067,Eve,Eve.127@yopmail.com,569.74,127,1.01
2068,Deirdre,Deirdre.173@yopmail.com,896.14,173,4.56
2069,Doralynne,Doralynne.32@yopmail.com,107.62,32,2.08
2070,Ginnie,Ginnie.104@yopmail.com,117.11,104,3.2
2071,Karlee,Karlee.109@yopmail.com,822.89,109,4.62
2072,Basia,Basia.67@yopmail.com,490.26,67,2.32
2073,Katleen,Katleen.175@yopmail.com,110.05,175,2.49
2074,Darlleen,Darlleen.36@yopmail.com,941.47,36,5.93
2075,Cassandra,Cassandra.104@yopmail.com,822.68,104,1.83
2076,Kristan,Kristan.144@yopmail.com,835.25,144,1.84
2077,Aili,Aili.73@yopmail.com,415.55,73,5.33
2078,Sue,Sue.62@yopmail.com,60.5,62,5.63
2079,Brynna,Brynna.193@yopmail.com,218.71,193,3.55
2080,Cathie,Cathie.150@yopmail.com,492.52,150,2.71
2081,Ardys,Ardys.94@yopmail.com,353.09,94,3.15
2082,Jennica,Jennica.129@yopmail.com,542.5,129,5.04
2083,Ethel,Ethel.139@yopmail.com,931.2,139,2.18
2084,Nelle,Nelle.33@yopmail.com,588.32,33,4.87
2085,Ann-Marie,Ann-Marie.193@yopmail.com,791.51,193,3.74
2086,Sandie,Sandie.74@yopmail.com,216.38,74,1.3
2087,Gusella,Gusella.60@yopmail.com,350.75,60,1.12
2088,Rozele,Rozele.171@yopmail.com,464.23,171,5.55
2089,Robbi,Robbi.90@yopmail.com,176.11,90,2.25
2090,Jany,Jany.37@yopmail.com,757.46,37,4.75
2091,Elbertina,Elbertina.125@yopmail.com,415.45,125,5.18
2092,Randa,Randa.131@yopmail.com,312.54,131,2.15
2093,Winny,Winny.31@yopmail.com,869.36,31,3.03
2094,Christal,Christal.94@yopmail.com,189.2,94,2.01
2095,Dorothy,Dorothy.20@yopmail.com,514.01,20,4.13
2096,Lynnea,Lynnea.93@yopmail.com,816.55,93,1.12
2097,Cindelyn,Cindelyn.58@yopmail.com,727.28,58,1.2
2098,Brandise,Brandise.107@yopmail.com,952.55,107,4.79
2099,Fernande,Fernande.74@yopmail.com,675.9,74,1.42
2100,Emelina,Emelina.180@yopmail.com,599,180,3.13
2101,Corene,Corene.4@yopmail.com,540.77,4,1.48
2102,Jackie,Jackie.190@yopmail.com,269,190,5.73
2103,Taffy,Taffy.112@yopmail.com,683.64,112,5.14
2104,Tonia,Tonia.32@yopmail.com,260.63,32,3.37
2105,Laurene,Laurene.64@yopmail.com,13.45,64,5.66
2106,Melisent,Melisent.171@yopmail.com,62.2,171,2.03
2107,Kerrin,Kerrin.163@yopmail.com,162.11,163,4.19
2108,Nannie,Nannie.120@yopmail.com,636.73,120,1.01
2109,Anallese,Anallese.93@yopmail.com,89.76,93,2.73
2110,Carree,Carree.114@yopmail.com,589.91,114,5.29
2111,Larine,Larine.176@yopmail.com,709.29,176,2.5
2112,Ermengarde,Ermengarde.146@yopmail.com,870.49,146,2.46
2113,Steffane,Steffane.107@yopmail.com,418.14,107,2.3
2114,Teddie,Teddie.36@yopmail.com,894.58,36,3.23
2115,Shell,Shell.73@yopmail.com,157.36,73,3.72
2116,Lucille,Lucille.121@yopmail.com,236.53,121,4.07
2117,Deloria,Deloria.19@yopmail.com,440.88,19,1.6
2118,Kial,Kial.@yopmail.com,724.14,0,1.32
2119,Carmela,Carmela.119@yopmail.com,304.82,119,2.19
2120,Annora,Annora.143@yopmail.com,459.77,143,5.1
2121,Camile,Camile.13@yopmail.com,297.42,13,5.6
2122,Dawn,Dawn.173@yopmail.com,678.48,173,1.39
2123,Cissiee,Cissiee.78@yopmail.com,460.63,78,5.61
2124,Iseabal,Iseabal.151@yopmail.com,395.7,151,4.53
2125,Lonnie,Lonnie.155@yopmail.com,379.89,155,3.84
2126,Heida,Heida.6@yopmail.com,708.49,6,5.46
2127,Rayna,Rayna.185@yopmail.com,910.48,185,1.46
2128,Arlina,Arlina.15@yopmail.com,911.97,15,2.72
2129,Aeriela,Aeriela.142@yopmail.com,523.36,142,5.72
2130,Dorothy,Dorothy.150@yopmail.com,446.89,150,4.97
2131,Melodie,Melodie.196@yopmail.com,636.35,196,2.41
2132,Jaclyn,Jaclyn.191@yopmail.com,989.18,191,2.27
2133,Jemie,Jemie.192@yopmail.com,239.12,192,5.4
2134,Mathilda,Mathilda.139@yopmail.com,363.01,139,1.15
2135,Karolina,Karolina.146@yopmail.com,680.45,146,4.11
2136,Grier,Grier.21@yopmail.com,751.54,21,1.29
2137,Harrietta,Harrietta.154@yopmail.com,35.83,154,2.89
2138,Bobbi,Bobbi.165@yopmail.com,662.08,165,2.83
2139,Calla,Calla.75@yopmail.com,842.99,75,2.86
2140,Hettie,Hettie.28@yopmail.com,929.66,28,1.79
2141,Gabi,Gabi.161@yopmail.com,209.38,161,1.01
2142,Lorie,Lorie.84@yopmail.com,670.74,84,4.05
2143,Carree,Carree.90@yopmail.com,365.99,90,5.36
2144,Carolina,Carolina.112@yopmail.com,820.27,112,5.32
2145,Tatiania,Tatiania.67@yopmail.com,949.88,67,2.37
2146,Orelia,Orelia.58@yopmail.com,649.2,58,2.5
2147,Almeta,Almeta.159@yopmail.com,144.59,159,1.68
2148,Lanae,Lanae.139@yopmail.com,282.57,139,4.28
2149,Maud,Maud.49@yopmail.com,637.37,49,2.37
2150,Genovera,Genovera.109@yopmail.com,845.9,109,5.93
2151,Alia,Alia.96@yopmail.com,508.54,96,2.47
2152,Merle,Merle.90@yopmail.com,648.44,90,3.01
2153,Brynna,Brynna.85@yopmail.com,4.59,85,2.22
2154,Joleen,Joleen.74@yopmail.com,726.97,74,4.11
2155,Violet,Violet.153@yopmail.com,513.72,153,1.42
2156,Annecorinne,Annecorinne.186@yopmail.com,885.49,186,2.91
2157,Frances,Frances.134@yopmail.com,480.45,134,2.46
2158,Kaja,Kaja.7@yopmail.com,697.79,7,2.14
2159,Jemie,Jemie.190@yopmail.com,172.2,190,1.59
2160,Dorice,Dorice.63@yopmail.com,693.43,63,5.79
2161,Jaime,Jaime.58@yopmail.com,448.3,58,1.99
2162,Augustine,Augustine.200@yopmail.com,745.44,200,2.85
2163,Orsola,Orsola.30@yopmail.com,395.48,30,3.59
2164,Minda,Minda.117@yopmail.com,596.84,117,3.13
2165,Valera,Valera.5@yopmail.com,41.21,5,5.97
2166,Tori,Tori.50@yopmail.com,299.55,50,2.99
2167,Tonia,Tonia.4@yopmail.com,581.86,4,3.54
2168,Isa,Isa.36@yopmail.com,418.71,36,3.64
2169,Melina,Melina.124@yopmail.com,771.43,124,1.29
2170,Farrah,Farrah.122@yopmail.com,805.51,122,3.62
2171,Rori,Rori.110@yopmail.com,257.16,110,1.49
2172,Rori,Rori.115@yopmail.com,613.07,115,5.27
2173,Annaliese,Annaliese.52@yopmail.com,551.67,52,3
2174,Emilia,Emilia.21@yopmail.com,610.03,21,5.15
2175,Cam,Cam.174@yopmail.com,91.91,174,4.96
2176,Ermengarde,Ermengarde.90@yopmail.com,564.95,90,2.6
2177,Clementine,Clementine.20@yopmail.com,331.24,20,4.77
2178,Magdalena,Magdalena.4@yopmail.com,481.31,4,3.27
2179,Juliane,Juliane.30@yopmail.com,221.18,30,1.69
2180,Hallie,Hallie.140@yopmail.com,690.72,140,4
2181,Tabbatha,Tabbatha.186@yopmail.com,439.97,186,1.08
2182,Cherilyn,Cherilyn.64@yopmail.com,576.1,64,2.56
2183,Konstance,Konstance.17@yopmail.com,784.51,17,1.32
2184,Charlena,Charlena.120@yopmail.com,813.31,120,4.84
2185,Therine,Therine.82@yopmail.com,482.08,82,1.8
2186,Pamella,Pamella.32@yopmail.com,660.12,32,4.21
2187,Stacey,Stacey.4@yopmail.com,458.84,4,5.59
2188,Joceline,Joceline.35@yopmail.com,143.35,35,5.73
2189,Carly,Carly.107@yopmail.com,766.01,107,3.14
2190,Candy,Candy.145@yopmail.com,836.58,145,5.15
2191,Rori,Rori.88@yopmail.com,171.06,88,4.73
2192,Sheree,Sheree.91@yopmail.com,158.93,91,1.28
2193,Lonnie,Lonnie.14@yopmail.com,612.33,14,4.32
2194,Jinny,Jinny.114@yopmail.com,242.57,114,1.13
2195,Korrie,Korrie.162@yopmail.com,448.62,162,4.49
2196,Codie,Codie.41@yopmail.com,779.89,41,1.53
2197,Max,Max.18@yopmail.com,407.34,18,3.63
2198,Lynnea,Lynnea.100@yopmail.com,509.1,100,2.89
2199,Charlena,Charlena.26@yopmail.com,58.91,26,4.53
2200,Selia,Selia.148@yopmail.com,947.55,148,3.8
2201,Marita,Marita.198@yopmail.com,545.99,198,2.05
2202,Ricky,Ricky.151@yopmail.com,51.2,151,5.61
2203,Aimil,Aimil.64@yopmail.com,518.42,64,3.41
2204,Chere,Chere.183@yopmail.com,561.89,183,5.04
2205,Valeda,Valeda.162@yopmail.com,78.77,162,5.41
2206,Ann-Marie,Ann-Marie.143@yopmail.com,459,143,3.85
2207,Sissy,Sissy.14@yopmail.com,187.48,14,3.5
2208,Heddie,Heddie.130@yopmail.com,696.25,130,4.66
2209,Tilly,Tilly.137@yopmail.com,631.82,137,4.35
2210,Aryn,Aryn.12@yopmail.com,147.89,12,4.39
2211,Siana,Siana.51@yopmail.com,790.04,51,4.81
2212,Aryn,Aryn.160@yopmail.com,122.12,160,2
2213,Marcy,Marcy.99@yopmail.com,806,99,2.57
2214,Jeanna,Jeanna.103@yopmail.com,426.07,103,4.77
2215,Cam,Cam.113@yopmail.com,215.83,113,3.35
2216,Ariela,Ariela.95@yopmail.com,351.71,95,1.37
2217,Almeta,Almeta.146@yopmail.com,381.38,146,3.78
2218,Doralynne,Doralynne.63@yopmail.com,474.4,63,1.57
2219,Babita,Babita.52@yopmail.com,545.1,52,4.83
2220,Fanny,Fanny.5@yopmail.com,319.08,5,3.05
2221,Edith,Edith.4@yopmail.com,18.1,4,1.16
2222,Jaclyn,Jaclyn.162@yopmail.com,539.27,162,5.69
2223,Edyth,Edyth.54@yopmail.com,526.46,54,2.43
2224,Dari,Dari.23@yopmail.com,197.46,23,2.21
2225,Tomasina,Tomasina.163@yopmail.com,810.61,163,2.04
2226,Hildegaard,Hildegaard.60@yopmail.com,701.87,60,2.58
2227,Courtnay,Courtnay.159@yopmail.com,75.32,159,1.83
2228,Arlena,Arlena.19@yopmail.com,199.91,19,1.91
2229,Annecorinne,Annecorinne.162@yopmail.com,526.5,162,3.82
2230,Maryellen,Maryellen.172@yopmail.com,728.72,172,5.38
2231,Clo,Clo.118@yopmail.com,968.76,118,3.51
2232,Randa,Randa.111@yopmail.com,963.05,111,6
2233,Lorenza,Lorenza.171@yopmail.com,325.68,171,3.65
2234,Olwen,Olwen.47@yopmail.com,525.85,47,2.48
2235,Lenna,Lenna.198@yopmail.com,293.92,198,5.56
2236,Harmonia,Harmonia.26@yopmail.com,139.28,26,2.07
2237,Iseabal,Iseabal.127@yopmail.com,486.88,127,5.67
2238,Zsa Zsa,Zsa Zsa.13@yopmail.com,820.13,13,4.5
2239,Roxane,Roxane.151@yopmail.com,85.56,151,1.09
2240,Willetta,Willetta.29@yopmail.com,958.86,29,3.21
2241,Corry,Corry.181@yopmail.com,613.19,181,5.58
2242,Wileen,Wileen.57@yopmail.com,30.52,57,1.4
2243,Mignon,Mignon.81@yopmail.com,839.41,81,2.77
2244,Modestia,Modestia.74@yopmail.com,993.52,74,2.96
2245,Lucy,Lucy.2@yopmail.com,231.65,2,1.59
2246,Jessy,Jessy.165@yopmail.com,375.66,165,5.42
2247,Marylou,Marylou.140@yopmail.com,933.88,140,3.12
2248,Korrie,Korrie.54@yopmail.com,87.17,54,2.79
2249,Nariko,Nariko.136@yopmail.com,634.54,136,3.52
2250,Joeann,Joeann.172@yopmail.com,260.05,172,2.73
2251,Selia,Selia.193@yopmail.com,355.7,193,4.12
2252,Brianna,Brianna.53@yopmail.com,153.49,53,5.64
2253,Lolita,Lolita.28@yopmail.com,108.07,28,4.92
2254,Ruthe,Ruthe.194@yopmail.com,138.17,194,1.76
2255,Jillayne,Jillayne.118@yopmail.com,654.03,118,3.22
2256,Debee,Debee.188@yopmail.com,285.24,188,3.36
2257,Dale,Dale.70@yopmail.com,630.2,70,2.68
2258,Ira,Ira.77@yopmail.com,14.65,77,1.29
2259,Renie,Renie.119@yopmail.com,433.12,119,4.83
2260,Chrystel,Chrystel.81@yopmail.com,214.37,81,3.44
2261,Robbi,Robbi.46@yopmail.com,602.92,46,3.62
2262,Tierney,Tierney.166@yopmail.com,515.75,166,4.63
2263,Claresta,Claresta.157@yopmail.com,574.41,157,3.25
2264,Lorie,Lorie.158@yopmail.com,640.86,158,2.56
2265,Ursulina,Ursulina.106@yopmail.com,413.82,106,2.23
2266,Charmaine,Charmaine.27@yopmail.com,389.94,27,1.94
2267,Maridel,Maridel.59@yopmail.com,798.42,59,1.84
2268,Ana,Ana.78@yopmail.com,837.52,78,1.65
2269,Kassey,Kassey.101@yopmail.com,103.4,101,1.65
2270,Ottilie,Ottilie.92@yopmail.com,570.01,92,4.42
2271,Ayn,Ayn.11@yopmail.com,463.44,11,4.14
2272,Michaelina,Michaelina.120@yopmail.com,216.54,120,5.59
2273,Kellen,Kellen.37@yopmail.com,12.39,37,2.28
2274,Sarette,Sarette.29@yopmail.com,157.85,29,4.57
2275,Lory,Lory.136@yopmail.com,761.33,136,3.49
2276,Jeanna,Jeanna.176@yopmail.com,888.13,176,2.88
2277,Jackie,Jackie.76@yopmail.com,793.62,76,4.5
2278,Janey,Janey.108@yopmail.com,320.48,108,4.24
2279,Clarice,Clarice.79@yopmail.com,372.03,79,3.23
2280,Fanny,Fanny.66@yopmail.com,328.1,66,1.9
2281,Rosaline,Rosaline.65@yopmail.com,997.2,65,1.55
2282,Cathie,Cathie.@yopmail.com,408.41,0,4.12
2283,Louella,Louella.178@yopmail.com,548.92,178,3.4
2284,Constance,Constance.190@yopmail.com,296.2,190,4.65
2285,Jordan,Jordan.24@yopmail.com,651.49,24,5.46
2286,Katharina,Katharina.194@yopmail.com,441.56,194,4.17
2287,Ardys,Ardys.187@yopmail.com,631.37,187,5.14
2288,Consuela,Consuela.149@yopmail.com,958,149,5.73
2289,Max,Max.93@yopmail.com,741.3,93,3.67
2290,Isa,Isa.31@yopmail.com,867.35,31,1
2291,Chere,Chere.112@yopmail.com,265.78,112,5.45
2292,Phylis,Phylis.123@yopmail.com,838.19,123,2.27
2293,Starla,Starla.168@yopmail.com,673.67,168,2.39
2294,Lisette,Lisette.41@yopmail.com,944.75,41,3.82
2295,Chandra,Chandra.197@yopmail.com,717.81,197,3.79
2296,Zia,Zia.143@yopmail.com,638.03,143,1.32
2297,Edee,Edee.23@yopmail.com,91.46,23,5.67
2298,Bernardine,Bernardine.61@yopmail.com,225.97,61,5.77
2299,Corly,Corly.129@yopmail.com,53.3,129,3.37
2300,Rosabelle,Rosabelle.200@yopmail.com,369.22,200,4.17
2301,Pollyanna,Pollyanna.169@yopmail.com,268.76,169,5.04
2302,Nananne,Nananne.151@yopmail.com,393.96,151,3.39
2303,Luci,Luci.180@yopmail.com,444.92,180,2.38
2304,Taffy,Taffy.49@yopmail.com,106.22,49,3.13
2305,Winny,Winny.73@yopmail.com,376.09,73,1.18
2306,Shel,Shel.43@yopmail.com,120.09,43,3.84
2307,Brynna,Brynna.60@yopmail.com,889.35,60,1.65
2308,Cindelyn,Cindelyn.195@yopmail.com,900.28,195,5.61
2309,Gwenneth,Gwenneth.111@yopmail.com,925.41,111,3.52
2310,Chloris,Chloris.111@yopmail.com,263.55,111,2.77
2311,Tina,Tina.125@yopmail.com,284.79,125,1.43
2312,Clo,Clo.9@yopmail.com,762.99,9,3.8
2313,Rosene,Rosene.96@yopmail.com,762.62,96,1.77
2314,Jessamyn,Jessamyn.94@yopmail.com,685.19,94,1.47
2315,Lita,Lita.105@yopmail.com,499.18,105,1.71
2316,Christy,Christy.190@yopmail.com,56.93,190,2.37
2317,Kore,Kore.155@yopmail.com,212.12,155,3.78
2318,Marylou,Marylou.132@yopmail.com,456.28,132,2.14
2319,Latisha,Latisha.85@yopmail.com,299.03,85,1.01
2320,Belinda,Belinda.106@yopmail.com,168.65,106,1.95
2321,Ashlee,Ashlee.76@yopmail.com,109.65,76,3.05
2322,Raf,Raf.183@yopmail.com,820.51,183,1.87
2323,Charissa,Charissa.42@yopmail.com,288.26,42,1.69
2324,Carly,Carly.191@yopmail.com,23.21,191,2.74
2325,Donetta,Donetta.195@yopmail.com,690.81,195,5.47
2326,Tobe,Tobe.84@yopmail.com,381.6,84,4.58
2327,Angelique,Angelique.94@yopmail.com,667.01,94,4.74
2328,Cathyleen,Cathyleen.43@yopmail.com,576.38,43,2.16
2329,Britni,Britni.107@yopmail.com,729.16,107,5.48
2330,Elora,Elora.146@yopmail.com,64.86,146,1.16
2331,Alyda,Alyda.179@yopmail.com,29.11,179,4.84
2332,Ada,Ada.188@yopmail.com,768.08,188,4.52
2333,Ada,Ada.165@yopmail.com,327.59,165,5.94
2334,Flory,Flory.116@yopmail.com,130.49,116,5.91
2335,Odessa,Odessa.188@yopmail.com,799.68,188,2.44
2336,Jeanna,Jeanna.187@yopmail.com,323.06,187,2.25
2337,Nataline,Nataline.151@yopmail.com,662.79,151,3.48
2338,Winny,Winny.130@yopmail.com,363.17,130,4.81
2339,Gilda,Gilda.132@yopmail.com,159.42,132,1.22
2340,Keelia,Keelia.16@yopmail.com,395.77,16,5.37
2341,Jenilee,Jenilee.117@yopmail.com,733.94,117,2.93
2342,Daryl,Daryl.55@yopmail.com,8.51,55,4.64
2343,Madalyn,Madalyn.113@yopmail.com,145.39,113,5.49
2344,Heida,Heida.20@yopmail.com,238.95,20,1.33
2345,Gloria,Gloria.45@yopmail.com,754.32,45,5.21
2346,Marnia,Marnia.88@yopmail.com,648.3,88,2.89
2347,Cristine,Cristine.169@yopmail.com,5.34,169,3.81
2348,Trudie,Trudie.88@yopmail.com,726.16,88,3.05
2349,Mireielle,Mireielle.122@yopmail.com,711.5,122,4.83
2350,Camile,Camile.182@yopmail.com,302.19,182,3.59
2351,Dominga,Dominga.157@yopmail.com,913.1,157,3.76
2352,Corina,Corina.149@yopmail.com,473.29,149,5.26
2353,Brietta,Brietta.155@yopmail.com,200.6,155,3.28
2354,Tomasina,Tomasina.184@yopmail.com,16.87,184,4.66
2355,Sheelagh,Sheelagh.57@yopmail.com,296.36,57,4.39
2356,Lisette,Lisette.99@yopmail.com,65.08,99,2.22
2357,Maud,Maud.57@yopmail.com,85.08,57,5.22
2358,Patricia,Patricia.39@yopmail.com,279.16,39,3.7
2359,Wilma,Wilma.58@yopmail.com,350.24,58,5.14
2360,Marti,Marti.69@yopmail.com,853.85,69,4.39
2361,Carree,Carree.13@yopmail.com,286.97,13,1.15
2362,Agnese,Agnese.165@yopmail.com,365.24,165,2.84
2363,Hettie,Hettie.18@yopmail.com,936.78,18,4.26
2364,Elka,Elka.115@yopmail.com,310.27,115,3.84
2365,Jsandye,Jsandye.21@yopmail.com,327.6,21,2.66
2366,Michaelina,Michaelina.33@yopmail.com,796.04,33,1.03
2367,Lanna,Lanna.31@yopmail.com,35.56,31,4.95
2368,Daphne,Daphne.96@yopmail.com,705.17,96,5.67
2369,Odessa,Odessa.108@yopmail.com,467.85,108,5.97
2370,Ira,Ira.194@yopmail.com,672.27,194,5.42
2371,Livvyy,Livvyy.36@yopmail.com,893,36,3.18
2372,Ira,Ira.138@yopmail.com,736.15,138,3.47
2373,Fred,Fred.110@yopmail.com,851.6,110,1.39
2374,Ida,Ida.70@yopmail.com,281.74,70,3.97
2375,Lusa,Lusa.120@yopmail.com,561.73,120,1.01
2376,Charmaine,Charmaine.2@yopmail.com,76.5,2,4.78
2377,Cyb,Cyb.71@yopmail.com,5.84,71,1.09
2378,Esmeralda,Esmeralda.21@yopmail.com,669.28,21,4.72
2379,Carlie,Carlie.49@yopmail.com,615.08,49,1.74
2380,Sherrie,Sherrie.199@yopmail.com,490.42,199,2.78
2381,Mariann,Mariann.63@yopmail.com,157.33,63,4.64
2382,Henriette,Henriette.138@yopmail.com,402.61,138,2.98
2383,Meghann,Meghann.89@yopmail.com,279.12,89,5.37
2384,Danika,Danika.109@yopmail.com,803.46,109,1.01
2385,Giustina,Giustina.85@yopmail.com,951.51,85,5.23
2386,Roslyn,Roslyn.173@yopmail.com,535.92,173,1.69
2387,Karolina,Karolina.182@yopmail.com,165.1,182,2.87
2388,Dale,Dale.36@yopmail.com,728.23,36,3.43
2389,Rebeca,Rebeca.113@yopmail.com,671.42,113,1.76
2390,Celestyna,Celestyna.161@yopmail.com,304.49,161,4.74
2391,Luci,Luci.67@yopmail.com,377.19,67,3.71
2392,Selia,Selia.68@yopmail.com,653.72,68,4.22
2393,Stephanie,Stephanie.92@yopmail.com,918.06,92,4.52
2394,Charmaine,Charmaine.55@yopmail.com,495.64,55,1.45
2395,Amara,Amara.5@yopmail.com,144.95,5,1.1
2396,Beatriz,Beatriz.171@yopmail.com,316.16,171,5.48
2397,Sybille,Sybille.94@yopmail.com,372.89,94,2.39
2398,Blinni,Blinni.46@yopmail.com,807.72,46,4.38
2399,Deane,Deane.140@yopmail.com,467.94,140,1.21
2400,Lynde,Lynde.178@yopmail.com,931.21,178,3.46
2401,Pearline,Pearline.73@yopmail.com,789.42,73,5.41
2402,Blinni,Blinni.89@yopmail.com,884.19,89,3.55
2403,Jacquetta,Jacquetta.10@yopmail.com,60.4,10,5.38
2404,Dulcinea,Dulcinea.85@yopmail.com,805.2,85,3.33
2405,Adelle,Adelle.146@yopmail.com,150.14,146,1.1
2406,Britte,Britte.159@yopmail.com,29.05,159,5.62
2407,Modestia,Modestia.75@yopmail.com,33.64,75,3.06
2408,Cristine,Cristine.65@yopmail.com,978.12,65,5.65
2409,Shell,Shell.71@yopmail.com,178.19,71,2.4
2410,Romona,Romona.178@yopmail.com,143.9,178,1.65
2411,Kamilah,Kamilah.198@yopmail.com,30.7,198,2.08
2412,Blake,Blake.176@yopmail.com,213.59,176,4.3
2413,Winny,Winny.47@yopmail.com,951.56,47,1.09
2414,Louella,Louella.119@yopmail.com,701.41,119,1.13
2415,Therine,Therine.130@yopmail.com,870.79,130,1.41
2416,Nataline,Nataline.182@yopmail.com,406.81,182,2.47
2417,Cassondra,Cassondra.105@yopmail.com,168.51,105,5.64
2418,Rhea,Rhea.110@yopmail.com,560.08,110,1.04
2419,Ardeen,Ardeen.184@yopmail.com,329.57,184,2.62
2420,Meg,Meg.134@yopmail.com,583.63,134,1.91
2421,Layla,Layla.112@yopmail.com,289.44,112,4.53
2422,Chloris,Chloris.64@yopmail.com,47.44,64,2.39
2423,Madalyn,Madalyn.133@yopmail.com,877.09,133,5.65
2424,Shaylyn,Shaylyn.186@yopmail.com,658.48,186,4.54
2425,Kellen,Kellen.194@yopmail.com,384.06,194,5.1
2426,Norine,Norine.130@yopmail.com,222.33,130,2.97
2427,Genovera,Genovera.110@yopmail.com,979.87,110,5.91
2428,Vanessa,Vanessa.25@yopmail.com,750.53,25,2.96
2429,Glynnis,Glynnis.75@yopmail.com,671.5,75,5.76
2430,Korrie,Korrie.78@yopmail.com,987.31,78,1.88
2431,Annice,Annice.165@yopmail.com,113.31,165,1.87
2432,Sibella,Sibella.115@yopmail.com,929.05,115,2.36
2433,Teriann,Teriann.175@yopmail.com,691.15,175,4.27
2434,Gabriellia,Gabriellia.47@yopmail.com,900.06,47,3.39
2435,Fred,Fred.158@yopmail.com,117.31,158,5.91
2436,Caressa,Caressa.3@yopmail.com,5.36,3,5.15
2437,Lynde,Lynde.191@yopmail.com,631.48,191,2.68
2438,Nadine,Nadine.165@yopmail.com,845.4,165,2.78
2439,Gabriellia,Gabriellia.156@yopmail.com,681.07,156,5.82
2440,Carilyn,Carilyn.77@yopmail.com,178.36,77,5.48
2441,Joane,Joane.177@yopmail.com,365.12,177,5.62
2442,Lory,Lory.187@yopmail.com,347.64,187,3.27
2443,Orsola,Orsola.84@yopmail.com,99.15,84,1.02
2444,Zsa Zsa,Zsa Zsa.58@yopmail.com,449.11,58,4.85
2445,Genovera,Genovera.83@yopmail.com,426.19,83,5.64
2446,Agathe,Agathe.60@yopmail.com,160.51,60,3.4
2447,Charmaine,Charmaine.146@yopmail.com,17.73,146,1.32
2448,Caryl,Caryl.200@yopmail.com,470.37,200,3.5
2449,Frank,Frank.53@yopmail.com,274.94,53,2.07
2450,Atlanta,Atlanta.177@yopmail.com,665.39,177,3.97
2451,Lizzie,Lizzie.21@yopmail.com,80.86,21,5.55
2452,Cassondra,Cassondra.78@yopmail.com,163.66,78,3.41
2453,Jolyn,Jolyn.142@yopmail.com,276.85,142,2.36
2454,Tierney,Tierney.31@yopmail.com,664.81,31,5.23
2455,Agathe,Agathe.159@yopmail.com,232.94,159,4.08
2456,Romona,Romona.26@yopmail.com,850,26,4.8
2457,Deedee,Deedee.119@yopmail.com,862.1,119,2.44
2458,Jillayne,Jillayne.157@yopmail.com,119.33,157,2.28
2459,Raf,Raf.196@yopmail.com,722.89,196,2.86
2460,Angelique,Angelique.169@yopmail.com,398.55,169,2.11
